m,bl,dsp,cva,ad,did,rev
2025-07-01,DSP Marketplace - BFM,4INFO,—,Cadent_MTV_PMP,876751591431,-0.0
2025-08-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Deal - CTV - RON - Canada,340423331748,556.36
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - CTV ($Other MiQ),841987070336,147.37
2025-07-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Pluto Bundle Override (Price Targeted),MH32,27706.39
2025-11-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,SamsungAds Efficiency Line,314668390400,0.0
2025-07-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - (All Spanish CTV/OTT) (Spanish Networks),141086649977,0.0
2025-07-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Sheppard Pratt CTV_BFM,IRIS00365,0.0
2025-10-01,Open Auction - BFM,DV360,—,Bidswitch - MW [Display],,0.57
2025-12-01,Open Auction - BFM,—,—,DemandBase - CTV,,0.0
2025-07-01,Open Auction - BFM,—,—,F0038238 LFA 2025 FINAL SABADO 20SEG,,0.0
2025-11-01,DSP Marketplace - BFM,—,Beachfront Deal Curation,Viant Deal - CTV - Targeting away from Political (IRIS),,0.0
2026-08-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - CTV - Goodway Group (<$15),778377951937,0.0
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_BBC_PMP,811267808163,0.0
2025-09-01,Open Auction - BFM,DV360,—,Bidswitch - Desktop [Display],,267.08
2025-09-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Pennsylvania PA - Politics Allowed (Deal Library),BFM070,0.0
2025-09-01,DSP Marketplace - BFM,Xandr,Beachfront Deal Migration,Xandr Deal - CTV ($15 MiQ),499078560247,688.7
2025-12-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - CTV - Open Auction,,2486.18
2025-09-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - EW Scripps,976384276675,12519.66
2025-07-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Travel,Beach156,22.67
2025-07-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Travel CTV_BFM,IRIS00315,228.12
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - JCPenny Visitors - Banner,Quoru36,0.0
2025-07-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066519 - Optimum Media - Multiple Brands - CTV SmartPMP - US - CTV + OTT - RON,Audig1775,4.05
2025-11-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - VideoAmp - CTV - Always On (Efficiency Monitoring),112854873831,318.42
2025-10-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - Desktop - 1st Price (HB),,0.08
2025-10-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - Walmart - CTV - Pub Targeting - Deal,476519491695,0.0
2025-10-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Wyndham Contextual CTV_BFM,IRIS00358,9.89
2025-12-01,Open Auction - BFM,AdIngenious,—,Bidswitch - APP Display,,0.93
2025-11-01,Select - BFM,JamLoop OpenRTB,Hearst News,Hearst - Jamloop $14 Floor CTV,Hearst2,2.21
2025-10-01,Open Auction - BFM,—,—,Bidswitch - Seedtag,,0.0
2026-07-01,DSP Marketplace - BFM,DV360,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Maternal & Family Health Advocates - Connected TV,STNXCTV025,3.63
2026-07-01,Select - BFM,Viant,Viant,Fox News,BFViantFoxNews2024,505.62
2026-08-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,"Datafy - Entertainment, Video-Level Contextual - Q4",Datafy2255792809,22.01
2026-08-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (Charter),,318.18
2026-07-01,Open Auction - BFM,Beeswax,—,Beeswax - CTV - Open Auction WEST,,47460.01
2026-07-01,Open Auction - BFM,Pubmatic,—,SEEDTAG (DON'T USE),,37233.06
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_Food Network_PMP,598939543123,0.0
2025-08-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,SimpliFi Deal - CTV - A+E Networks (Obfuscation),894567458141,76.36
2025-08-01,Open Auction - BFM,—,—,BEISBOL EL SHOW 2025 SABADO 20,,0.0
2025-09-01,Open Auction - BFM,DV360,—,Bidswitch - CTV (AMC),,2.75
2025-08-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop [Display],,0.02
2025-08-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,SimpliFi Deal - Newsy - CTV,984160496885,6.55
2025-07-01,Open Auction - BFM,Bidswitch,—,Deal Library - CTV - Politics Allowed - Super Tuesday,,0.0
2025-11-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Quantum11 - Potbelly Sentiment CTV_BFM,IRIS00283,9.95
2025-10-01,Open Auction - BFM,Viant,—,Viant - APP,,332.46
2025-07-01,DSP Marketplace - BFM,4INFO,—,Cadent_truTV_PMP_Testv2,"016687997449, 16687997449",0.0
2025-08-01,Select - BFM,Knorex,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2026-07-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Brand Safe CTV_BFM,IRIS00290,0.0
2026-07-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP [Display],,7219.23
2026-08-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Infillion -  CTV/InApp - FEP/CTV $10 and below (Average Clearing Pice),223910661417,0.0
2025-09-01,Open Auction - BFM,IQM,—,IQM - Display - Open Auction,,6.86
2025-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV,443119806437,9871.5
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Arby's Visitors - Banner,Quoru77,0.0
2025-08-01,Open Auction - BFM,Yahoo DSP,—,Verizon - CTV (Charter),,13.57
2025-08-01,Open Auction - BFM,—,—,F0033691 FFC GENERICA SABADO 25 v3,,0.0
2025-09-01,Open Auction - BFM,Walmart,—,TTD - Desktop [Display],,4.45
2025-07-01,DSP Marketplace - BFM,SimpliFi,BFM Internal,Simpli.Fi Deal - Philo,667896312331,764.34
2025-07-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - OTT,468896186068,0.0
2025-10-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (Warner Bros Discovery),BFMNET010,3322.29
2025-07-01,DSP Marketplace - BFM,Viant,—,Viant - Linear (Entertainment),236570734372,0.0
2025-07-01,Select - BFM,Marketing Architects -RTB,TV One,Marketing Architects 2024,MarketingArchitectsTVOne2024,0.0
2025-08-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - APP,,0.06
2025-09-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - APP,,0.01
2026-07-01,DSP Marketplace - BFM,SmartyAds,Beachfront Deal Curation,SmartyAds - Coachella - 2026 Deal,Beach259,59.71
2026-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV - Content Object Removed,918860075162,7541.85
2026-08-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant DirectTV CTV Deal,482917560394,0.0
2025-10-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP [Display],,10319.44
2025-09-01,Select - BFM,Yahoo DSP,Audigent,PMG & Beachfront - SDEAL-21050 - PMG - PMG - PMG - ctv SmartPMP - High Credit Card Score US,Audig1763,0.0
2025-09-01,Open Auction - BFM,—,—,F0039506 MLS TIPSTERS NEW GENERICA 30,,0.0
2025-08-01,Open Auction - BFM,Stirista,—,Stirista - Open Auction - OLV (Web),,0.02
2025-08-01,Open Auction - BFM,TheTradeDesk,—,TTD - Desktop [Display],,389.56
2025-07-01,Open Auction - BFM,SmartyAds,—,SmartyAds - App [Display],,47.27
2025-08-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,MLB - CTV - Contextual - Tentpole Deal - Conversant,Beach133,7.06
2025-09-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Nature,Beach179,0.03
2025-07-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - FuboTV - Political,363780806613,115.45
2025-11-01,Select - BFM,AdElement,Quorum,Quorum > DIY Home Renovators > Physical Visitors,Quoru193,0.0
2025-08-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - CTV - CBS News- Deal,536458915612,0.0
2025-11-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - MW - 1st Price (HB),,0.01
2025-08-01,Open Auction - BFM,—,—,MadHive - CTV - 1st Price,,0.0
2025-07-01,Open Auction - BFM,Quantcast,—,Bidswitch - APP 1st Price,,0.0
2025-10-01,DSP Marketplace - BFM,SimpliFi,—,0,993808143903,0.0
2026-07-01,DSP Marketplace - BFM,Amobee,BFM Internal,Amobee Deal - CTV (Politics Allowed),BFM017,1342.26
2026-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,SamsungAds Efficiency Line,314668390400,0.0
2026-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD - CTV - Captify $15 Below,730946633654,0.0
2026-08-01,Open Auction - BFM,Infillion,—,Bidswitch - APP,,0.01
2025-07-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Men 45+ - News,154877815199,2915.69
2025-10-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Fuse TV,187878729747,95.11
2026-07-01,Open Auction - BFM,StackAdapt,—,0,,0.0
2025-11-01,Select - BFM,Bidswitch,Infillion Demand,Signet Jewelers | Men's Fashion | Desktop/Mobile,SignetInfilBeachDeskMob,0.0
2025-07-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - MW - 1st Price (HB),,3.95
2025-07-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Georgia GA - Politics Allowed (Deal Library),BFM069,0.14
2025-08-01,Open Auction - BFM,Lemma DSP,—,Lemma DSP CTV Ad,,22126.29
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Carl's Jr Visitors - CTV,Quoru90,0.6
2025-11-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - Food Lion - CTV (RON),569371033244,0.0
2025-12-01,DSP Marketplace - BFM,LoopMe,Beachfront Deal Curation,Seedtag CTV - LoopMe - MLB Spring Training/Opening,SeedtagCTV5399948113,0.0
2025-11-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Spanish Political CTV,445972645214,191.66
2025-09-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - WeatherGroup,370043533271,317.64
2025-10-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - Walter County Tourism (Bundles),196835969212,3.44
2025-12-01,Select - BFM,TheTradeDesk,Mavern Media,Mavern Media & Beachfront - MJA - TTD - Multiple - RON - CTV - 20250124,MVRN000026,0.0
2025-09-01,DSP Marketplace - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_AMC_$17.50,628070269578,0.0
2025-10-01,Open Auction - BFM,—,—,TrueX FireTV Games ,,732.06
2025-10-01,Open Auction - BFM,DV360,—,Bidswitch - CTV (Charter),,0.02
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Lexus Dealership Visitors - Banner,Quoru129,0.0
2025-09-01,Open Auction - BFM,—,—,F0022311 UFC MARCA GENÉRICA 2025-1 30,,0.0
2025-09-01,Select - BFM,—,Camelot,PMG - Pub Targeting,,0.0
2025-11-01,Select - BFM,DV360,MultiLocal,T9_mlm_TA_CA_CT_CTV_BF_MLMBRID4972,Multi25,44.28
2025-10-01,Open Auction - BFM,—,—,SundaySky - Desktop - 1st Price,,0.0
2025-09-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - Political Allowed CTV - Independents,591174215952,0.1
2025-11-01,DSP Marketplace - BFM,Bidswitch,—,Roku Deal - CTV (Political - Left Leaning) (MiQ),890620965784,0.0
2025-12-01,Select - BFM,Quantcast,Quorum,Quorum > Food Lovers > Physical Visitors,Quoru195,0.0
2026-07-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV,,4510.39
2026-07-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - AMC - Network Targeting,135878418139,13.58
2026-07-01,Select - BFM,TheTradeDesk,Media Culture,Sports - Contextual - CTV Deal,Media26,0.0
2026-08-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - Non-political inventory,Strat30,0.05
2026-08-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - Charter,310648224343,113.75
2025-12-01,Open Auction - BFM,Viant,—,Viant - MW [Display],,2310.98
2025-12-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - LG Ads - $14,533370911919,3747.28
2025-07-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Food,Beach165,1613.4
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Ford/Lincoln Dealership Visitors - Banner,Quoru115,0.0
2025-08-01,Open Auction - BFM,—,—,VTV_Smartclip_O&amp;O_$8,,0.0
2025-07-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - OTT CTV - Political - TEGNASOURCED 062922,TEGNA4,0.0
2025-11-01,Select - BFM,TheTradeDesk,Infillion Demand,WeatherTech | Holiday Genre | CTV,WTholidayCTVbf,0.0
2025-08-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (Premium),109040994585,6.27
2025-10-01,Open Auction - BFM,—,—,F0031633 PFL GENERICO 25,,0.0
2025-10-01,Open Auction - BFM,Infillion,—,Bidswitch - APP 1st Price,,1.37
2025-10-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Reality (Hallmark),711907073746,0.48
2025-08-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - English Language US - ctv,Audig1776,0.0
2025-11-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Mercedes-Benz Dealership Visitors - CTV,Quoru134,0.5
2025-07-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - CTV - Paramount - Channel/Network Targeting - Deal,778185575390,2.13
2025-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - Local News - Political,BFMSA002,23.55
2025-09-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Basketball US - ctv,Audig1784,0.0
2025-09-01,Open Auction - BFM,—,—,F0033691 FFC GENERICA SABADO 25 v3,,0.0
2025-12-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cryptocurrency Category Targeting - Video/CTV,Beach112,241.86
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Desktop [Display] (RON DSPolitical),991281702111,0.0
2025-08-01,Open Auction - BFM,Knorex,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.0
2025-08-01,Select - BFM,Viant,IRIS,0,IRIS00314,0.0
2026-07-01,Open Auction - BFM,Unruly,—,Unruly Web 1st Price Video (Desktop Only),,0.0
2026-08-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Chronic Condition Managers - Connected TV,STNXCTV028,0.0
2026-08-01,Open Auction - BFM,Viant,—,Viant - Linear (Entertainment),,0.0
2025-10-01,Open Auction - BFM,DV360,—,Bidswitch - MW - 1st Price (HB),,726.61
2025-12-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (1st Price),,210136.49
2025-11-01,Select - BFM,DV360,IRIS,GumGum - Cendyn - Royalton - Brand Safe CTV_BFM,IRIS00290,858.09
2025-12-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - Desktop [Display],,2.62
2025-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - RON (Curation Seat),447383266136,0.0
2025-07-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV - A+E Networks $15,,30482.27
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Dairy Queen Visitors - CTV,Quoru94,0.59
2025-09-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV (AMC),,0.0
2025-11-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - CTV - 1st Price (Bundle 151908),,0.44
2025-11-01,Select - BFM,TheTradeDesk,Media Culture,Sports - Contextual - CTV Deal,Media26,74.17
2025-08-01,Open Auction - BFM,Adform,—,Bidswitch - MW [Display],,0.02
2025-08-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Daytime TV,Aki6,1.84
2026-08-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - Local News CTV,724834360400,26.98
2026-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Channel-Newsmax,914358280972,11.7
2026-08-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV - Political Approved Pubs RON,554902786103,262.6
2026-08-01,Open Auction - BFM,—,—,IDVx Roku $8 US,,0.0
2025-10-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Plex),,1317.82
2025-11-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Brand Safe CTV_BFM,IRIS00290,0.0
2025-08-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - Web - Open Auction - Seedtag,,150301.76
2025-08-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - Zeta - CTV - $9 Fixed (Spanish Language),021402842725,0.0
2025-08-01,Open Auction - BFM,—,—,LEAP 2025 Improve SA Campaigns,,0.0
2025-12-01,Open Auction - BFM,Madopi,—,Bidswitch - CTV - 1st Price (Bundle 151908),,0.03
2025-12-01,DSP Marketplace - BFM,LoopMe,Beachfront Deal Curation,Seedtag CTV - LoopMe - MLS,SeedtagCTV5742927131,0.0
2025-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - HGTV,429035289354,0.37
2025-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Oceania Cruises,179734962394,11.73
2025-09-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - English Language US - ctv,Audig1776,0.0
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Carl's Jr Visitors - Banner,Quoru89,0.0
2025-08-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - $0-$17 (No Samsung/Paramount),Strat37,59.03
2025-08-01,Open Auction - BFM,—,—,F0033719 FGM C25 DOMINGO 20,,0.0
2025-07-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Weekend Morning Moments,Aki14,10.15
2025-12-01,Open Auction - BFM,—,—,Conversant - Web - Open Auction - Display,,0.0
2025-12-01,Open Auction - BFM,—,—,F0044646 LATITUD ESPECIAL SELECCIONES SABADO 25,,0.0
2026-07-01,Select - BFM,Bidswitch,MultiLocal,T9_mlm_TA_CA_CT_CTV_BF_MLMBRID4972,Multi25,0.0
2026-07-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - MeTV - Adjust,205969889099,0.0
2026-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Hispanic Audience,160021598282,0.25
2025-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Syncbak - Local News Adjust,137695710557,1.05
2025-08-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Migration,SimpliFi Deal - CTV Roku,542169059668,8741.46
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Dunkin Donuts Visitors - CTV,Quoru62,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - BMW/Mini Dealership Visitors - Banner,Quoru111,0.0
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_FOX_Broadcast_National_PMP,775906525872,0.0
2025-10-01,Open Auction - BFM,LoopMe,—,0,,0.0
2025-10-01,Select - BFM,Viant,IRIS,Viant - Sonny's BBQ - Contextual CTV_BFM,IRIS00351,758.18
2025-08-01,Open Auction - BFM,DV360,—,Bidswitch - Desktop [Display],,1056.01
2025-08-01,Open Auction - BFM,Sharethrough,—,0,,0.0
2025-10-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV,,1224.09
2025-12-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Pharma Category Targeting - Video/CTV,Beach115,355.75
2025-07-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - CTV - 1st Price,,11617.07
2025-07-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Fubo),,4.34
2025-12-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD - OLV - Hispanic RON (Converge Direct),795529357355,0.0
2025-08-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Game Time Moments,Aki21,111.56
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_CBSS_PMP,065683922203,0.0
2025-09-01,Open Auction - BFM,Between Exchange,—,Bidswitch - Desktop - 1st Price (HB),,0.01
2025-08-01,Open Auction - BFM,Webeye,—,Bidswitch - APP,,0.0
2025-11-01,Open Auction - BFM,—,—,Lemma DSP CTV Ad,,0.0
2025-08-01,Select - BFM,TheTradeDesk,SilverBack,TTD Deal - Display - Silverback (RON) - Select,617075785160,165.82
2025-10-01,Open Auction - BFM,—,—,Conversant - CTV - Open Auction,,0.0
2026-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Major League Sports Enthusiasts - Connected TV,STNXCTV032,0.0
2026-07-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - Web - Open Auction - Video,,2.87
2026-07-01,Select - BFM,Viant,Plex,Plex_Adelphic_$22,Plex2,0.02
2025-08-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Catawba Two Kings Casino 2025,589953934941,510.1
2026-07-01,Open Auction - BFM,Viant,—,Viant - Linear (Adults),,0.0
2025-07-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - Puerto Costa Mexico CTV,376852766795,0.34
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Chick-fil-A Visitors - Banner,Quoru91,0.0
